company_ticker,isin,company_name,sector,industry,industry_code,industry_description
RCF,INE027A01015,Rashtriya Chemicals & Fertilizers Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
CHEMPLAS,INE488A01050,Chemplast Sanmar Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
EBECK,INE280B01018,Elantas Beck India Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
BLGV,CA07784K1021,Belgravia Capital International Inc,Extractives & Minerals Processing,Metals & Mining,EM-MM,"The Metals & Mining industry is involved in extracting metals and minerals, producing ores, quarrying stones, smelting and manufacturing metals, refining metals, and providing mining support activities. Entities also produce iron ores, rare earth metals, and precious metals and stones. Larger entities in this industry are integrated vertically – from mining across global operations to wholesaling metals to customers."
VI,INE386A01015,Vesuvius India Ltd,Extractives & Minerals Processing,Construction Materials,EM-CM,"Construction Materials entities have global operations and produce construction materials for sale to construction entities or wholesale distributors. These primarily include cement and aggregates, but also glass, plastic materials, insulation, bricks and roofing material. Materials producers operate their own quarries, mining crushed stone or sand and gravel. They may also purchase raw materials from the mining and petroleum industries."
BLZE,US05637B1052,Backblaze Inc,Technology & Communications,Software & IT Services,TC-SI,"The Software & Information Technology (IT) Services industry offers products and services globally to retail, business and government customers, and includes entities that develop and sell applications software, infrastructure software and middleware. The industry generally is competitive but with dominant players in some segments. Although relatively immature, the industry is characterised by high-growth entities that place a heavy emphasis on innovation and depend on human and intellectual capital. The industry also includes IT services entities delivering specialised IT functions, such as consulting and outsourced services. New industry business models include cloud computing, software as a service, virtualisation, machine-to-machine communication, big data analysis and machine learning. Additionally, brand value is important for entities in the industry to scale and achieve network effects, whereby wide adoption of a particular software product may result in self-perpetuating growth in sales."
BZU,IT0001347308,Buzzi Unicem SpA,Extractives & Minerals Processing,Construction Materials,EM-CM,"Construction Materials entities have global operations and produce construction materials for sale to construction entities or wholesale distributors. These primarily include cement and aggregates, but also glass, plastic materials, insulation, bricks and roofing material. Materials producers operate their own quarries, mining crushed stone or sand and gravel. They may also purchase raw materials from the mining and petroleum industries."
LXCHEM,INE576O01020,Laxmi Organic Industries Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
DFPC,INE501A01019,Deepak Fertilisers & Petrochemicals Corp Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
GRLM,INE544R01013,Greenlam Industries Ltd,Consumer Goods,Building Products & Furnishings,CG-BF,"Entities in the Building Products & Furnishings industry design and manufacture home improvement products, home and office furnishings, and structural wood building materials. The industry’s products include flooring, ceiling tiles, home and office furniture and fixtures, wood trusses, plywood, panelling and lumber. Entities typically sell their products through distribution channels to retail stores or through independent or entity-owned dealerships."
INDIGOPN,INE09VQ01012,Indigo Paints Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
SANDUMA,,,,,,
EPLL,,,,,,
JMOIL,BD0309JMOIL7,Jamuna Oil Co Ltd,Extractives & Minerals Processing,Oil & Gas – Refining & Marketing,EM-RM,"Oil & Gas - Refining & Marketing (R&M) entities refine petroleum products, market oil and gas products, or operate gas stations, all of which comprise the downstream operations of the oil and gas value chain. The types of refinery products and crude oil inputs influence the complexity of the refining process used, with varied expenditure needs and intensity of environmental and social impacts."
ATMCU,KYG0223V1133,Alphatime Acquisition Corp,Financials,Asset Management & Custody Activities,FN-AC,"Asset Management & Custody Activities industry entities manage investment portfolios on a commission or fee basis for institutional, retail and high net-worth investors. In addition, entities in this industry provide wealth management, private banking, financial planning, and investment advisory and retail securities brokerage services. Investment portfolios and strategies may be diversified across multiple asset classes, which may include equities, fixed income and hedge fund investments. Specific entities are engaged in venture capital and private equity investments. The industry provides essential services to a range of customers from individual retail investors to large, institutional asset owners to meet specified investment goals. Entities in the industry range from large multi-jurisdictional asset managers with a wide range of investable products, strategies and asset classes to small boutique entities providing services to specific market niches. While large entities generally compete based on management fees charged for their services as well as their potential to generate superior investment performance, the smaller entities generally compete on their ability to provide products and services customised to satisfy the diversification needs of individual clients. The global 2008 financial crisis and subsequent regulatory regime developments highlight the industry’s importance in providing fair advice to customers and managing risks at the entity, portfolio and macroeconomic levels."
FSS,TH0802010Z09,Finansia Syrus Securities PCL,Financials,Investment Banking & Brokerage,FN-IB,"Investment Banking & Brokerage industry entities perform a wide range of functions in the capital markets, including raising and allocating capital and providing market-making and advisory services for corporations, financial institutions, governments and high net-worth individuals. Specific activities include financial advisory and securities underwriting services conducted on a fee basis; securities and commodities brokerage activities, which involve buying and selling securities or commodities contracts and options on a commission or fee basis; and trading and principal investment activities, which involve the buying and selling of equities, fixed income, currencies, commodities and other securities for client-driven and proprietary trading. Investment banks also originate and securitise loans for infrastructure and other projects. Entities in the industry generate revenues from global markets and, therefore, are exposed to various regulatory regimes. The industry continues to face regulatory pressure to reform and disclose aspects of operations that present systemic risks. Specifically, entities are facing new capital requirements, stress testing, limits on proprietary trading and increased scrutiny over compensation practices."
JKPAPER,INE789E01012,JK Paper Ltd,Renewable Resources & Alternative Energy,Pulp & Paper Products,RR-PP,"Pulp & Paper Products industry entities manufacture a range of wood pulp and paper products, including pulp fibre, paper packaging and sanitary paper, office paper, newsprint, and paper for industrial applications. Entities in the industry typically function as business-to-business entities and may have operations in multiple countries. Although some integrated entities own or manage timber tracts and are engaged in forest management, sustainability issues arising from these activities are addressed in the Forestry Management (RR-FM) industry."
PPARIVAH,INE0SMW01011,Paradeep Parivahan Ltd,Infrastructure,Engineering & Construction Services,IF-EN,"The Engineering & Construction Services industry provides engineering, construction, design, consulting, contracting and other related services that support various building and infrastructure projects. The industry has four major segments: engineering services, infrastructure construction, non-residential building construction, and building subcontractors and construction-related professional services. The infrastructure construction segment includes entities that design or build infrastructure projects such as power plants, dams, oil and gas pipelines, refineries, highways, bridges, tunnels, railways, ports, airports, waste treatment plants, water networks and stadiums. The non-residential building construction segment includes entities that design or build industrial and commercial facilities such as factories, warehouses, data centres, offices, hotels, hospitals, universities and retail spaces such as shopping centres. The engineering services segment includes entities that provide specialised architectural and engineering services such as design and development of feasibility studies for many of the project types listed above. Finally, the building subcontractors and other construction-related professional services segment includes smaller entities that provide ancillary services such as carpentry, electrical, plumbing, painting, waterproofing, landscaping, interior design and building inspection. The industry’s customers include infrastructure owners and developers in the public and private sectors. Large entities in this industry operate and generate revenue globally and typically operate in more than one segment."
AKGRT,TRAAKGRT91O5,Aksigorta AS,Financials,Insurance,FN-IN,"The Insurance industry provides both traditional and non-traditional insurance-related products. Traditional policy lines include property, life, casualty and reinsurance. Non-traditional products include annuities, alternative risk transfers and financial guarantees. Entities in the insurance industry also engage in proprietary investments. Insurance entities generally operate within a single segment in the industry, for example, property and casualty, although some large insurance entities have diversified operations. Similarly, entities may vary based on the level of their geographical segmentation. Whereas large entities may underwrite insurance premiums in many countries, smaller entities generally operate in a single country or jurisdiction. Insurance premiums, underwriting revenue and investment income drive industry growth, while insurance claim payments present the most significant cost and source of uncertainty for profits. Insurance entities provide products and services that enable the transfer, pooling and sharing of risk necessary for a well-functioning economy. Insurance entities, through their products, can also create a form of moral hazard, reducing incentives to improve underlying behaviour and performance, and thus contributing to sustainability-related impacts. Like other financial institutions, insurance entities face risks associated with credit and financial markets. Within the industry, regulators have identified entities that engage in non-traditional or non-insurance activities, including credit default swaps (CDS) protection and debt securities insurance, as being more vulnerable to financial market developments, and therefore more likely to amplify or contribute to systemic risk. As a result, some insurance entities may be designated as Systemically Important Financial Institutions, thus exposing them to increased regulation and oversight."
RINDL,INE855B01025,Rain Industries Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
GALK,INE186A01019,Gujarat Alkalies & Chemicals Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
5GN,AU0000005GN9,5G Networks Ltd/Australia,Technology & Communications,Telecommunication Services,TC-TL,"Telecommunication Services industry entities provide a range of services from wireless and wireline telecommunications to cable and satellite services. The wireless services segment provides direct communication through radio-based cellular networks and operates and maintains the associated switching and transmission facilities. The wireline segment provides local and long-distance voice communication via the Public Switched Telephone Network. Wireline carriers also offer voice over internet protocol (VoIP) telephone, television and broadband internet services over an expanding network of fibre optic cables. Cable providers distribute television programming from cable networks to subscribers. They typically also provide consumers with video services, high-speed internet service and VoIP. Traditionally, these services are bundled into packages that charge subscribers a single payment. Satellite entities distribute TV programming through broadcasting satellites orbiting the earth or through ground stations. Entities serve customers primarily in their domestic markets, although some entities operate in more than one country."
AGIG,,,,,,
DAGRI,INE435G01025,Dhanuka Agritech Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
AJG,US3635761097,Arthur J. Gallagher & Co.,Services,Professional & Commercial Services,SV-PS,"The industry includes entities that rely on the unique skills and knowledge of their employees to serve a range of clients. Services are often provided on an assignment basis, where an individual or team is responsible for the delivery of services to clients. Offerings include, but are not limited to, management and administration consulting services, such as staffing and executive search services; legal, accounting, and tax preparation services; and financial and non-financial information services. Non-financial information service providers may specialise in an array of topics such as energy, healthcare, real estate, technology, and science. Financial information service entities include credit and rating agencies as well as data and portfolio analytics providers. Customers of professional and commercial service providers include private and public for-profit institutions and non-profit organisations."
GOLI,MU0330N00004,Go Life International PCC,Health Care,Biotechnology & Pharmaceuticals,HC-BP,"The Biotechnology & Pharmaceuticals industry develops, manufactures, and markets a range of brand-name and generic medications. A significant portion of the industry is driven by research and development, a high risk of product failure during clinical trials, and the need to obtain regulatory approval. Concerns over pricing practices and consolidation within the sector have created downward pricing pressures. Demand for the industry’s products is largely driving by population demographics, rates of insurance coverage, disease profiles, and economic conditions."
EPIGRAL,,,,,,
D2B,DE000A168270,CD Deutsche Eigenheim AG,Infrastructure,Home Builders,IF-HB,"Home Builders industry entities build new homes and develop residential communities. Development efforts generally include land acquisition, site preparation, home construction and home sales. The majority of the industry focuses on the development and sale of single-family homes, which are typically part of entity-designed residential communities. A smaller segment develops town homes, condominiums, multi-family housing and mixed-use development. Many entities in the industry offer financing services to individual homebuyers. The industry is fragmented, since many developers of all sizes exist, which vary in entity structure and geographical focus. Listed entities tend to be significantly larger and more integrated than the numerous privately held home builders."
JPA,INE455F01025,Jaiprakash Associates Ltd,Extractives & Minerals Processing,Construction Materials,EM-CM,"Construction Materials entities have global operations and produce construction materials for sale to construction entities or wholesale distributors. These primarily include cement and aggregates, but also glass, plastic materials, insulation, bricks and roofing material. Materials producers operate their own quarries, mining crushed stone or sand and gravel. They may also purchase raw materials from the mining and petroleum industries."
CFLT,US20717M1036,Confluent Inc,Technology & Communications,Software & IT Services,TC-SI,"The Software & Information Technology (IT) Services industry offers products and services globally to retail, business and government customers, and includes entities that develop and sell applications software, infrastructure software and middleware. The industry generally is competitive but with dominant players in some segments. Although relatively immature, the industry is characterised by high-growth entities that place a heavy emphasis on innovation and depend on human and intellectual capital. The industry also includes IT services entities delivering specialised IT functions, such as consulting and outsourced services. New industry business models include cloud computing, software as a service, virtualisation, machine-to-machine communication, big data analysis and machine learning. Additionally, brand value is important for entities in the industry to scale and achieve network effects, whereby wide adoption of a particular software product may result in self-perpetuating growth in sales."
GHCL,INE539A01019,GHCL Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
BDSN,CH0003857031,BAD Schinznach AG,Health Care,Health Care Delivery,HC-DY,"The Health Care Delivery industry owns and manages hospitals, clinics and other health care related facilities. Entities provide a range of services, including inpatient and outpatient care, surgery, mental health, rehabilitation and clinical laboratory services. Demand for health care delivery services is driven largely by insurance coverage rates, demographics, illness and injury rates. The industry is characterised by high fixed labour and facilities costs, and an increased regulatory focus on reduced costs of care and improved outcomes. Health care delivery entities also face significant competition for patients and resources from private, non-profit and religious health care systems."
NOCIL,INE163A01018,NOCIL Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
KKIL,INE250A01039,Kirloskar Industries Ltd,Financials,Investment Banking & Brokerage,FN-IB,"Investment Banking & Brokerage industry entities perform a wide range of functions in the capital markets, including raising and allocating capital and providing market-making and advisory services for corporations, financial institutions, governments and high net-worth individuals. Specific activities include financial advisory and securities underwriting services conducted on a fee basis; securities and commodities brokerage activities, which involve buying and selling securities or commodities contracts and options on a commission or fee basis; and trading and principal investment activities, which involve the buying and selling of equities, fixed income, currencies, commodities and other securities for client-driven and proprietary trading. Investment banks also originate and securitise loans for infrastructure and other projects. Entities in the industry generate revenues from global markets and, therefore, are exposed to various regulatory regimes. The industry continues to face regulatory pressure to reform and disclose aspects of operations that present systemic risks. Specifically, entities are facing new capital requirements, stress testing, limits on proprietary trading and increased scrutiny over compensation practices."
BLCL,INE164A01016,Balmer Lawrie & Co Ltd,Services,Professional & Commercial Services,SV-PS,"The industry includes entities that rely on the unique skills and knowledge of their employees to serve a range of clients. Services are often provided on an assignment basis, where an individual or team is responsible for the delivery of services to clients. Offerings include, but are not limited to, management and administration consulting services, such as staffing and executive search services; legal, accounting, and tax preparation services; and financial and non-financial information services. Non-financial information service providers may specialise in an array of topics such as energy, healthcare, real estate, technology, and science. Financial information service entities include credit and rating agencies as well as data and portfolio analytics providers. Customers of professional and commercial service providers include private and public for-profit institutions and non-profit organisations."
FTXC,INE045J01026,Fineotex Chemical Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
GRWRHITE,,,,,,
ORCMNT,INE876N01018,Orient Cement Ltd,Extractives & Minerals Processing,Construction Materials,EM-CM,"Construction Materials entities have global operations and produce construction materials for sale to construction entities or wholesale distributors. These primarily include cement and aggregates, but also glass, plastic materials, insulation, bricks and roofing material. Materials producers operate their own quarries, mining crushed stone or sand and gravel. They may also purchase raw materials from the mining and petroleum industries."
GW,INE266D01021,Grauer & Weil India Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
WCPM,INE976A01021,West Coast Paper Mills Ltd,Renewable Resources & Alternative Energy,Pulp & Paper Products,RR-PP,"Pulp & Paper Products industry entities manufacture a range of wood pulp and paper products, including pulp fibre, paper packaging and sanitary paper, office paper, newsprint, and paper for industrial applications. Entities in the industry typically function as business-to-business entities and may have operations in multiple countries. Although some integrated entities own or manage timber tracts and are engaged in forest management, sustainability issues arising from these activities are addressed in the Forestry Management (RR-FM) industry."
ADVENZY,INE837H01020,Advanced Enzyme Technologies Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
PRIVISCL,INE959A01019,Privi Speciality Chemicals Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
GREENP,INE08ZM01014,Greenpanel Industries Ltd,Renewable Resources & Alternative Energy,Forestry Management,RR-FM,"Forestry Management industry entities own or manage natural and planted forestry lands and timber tracts or operate non-retail tree nurseries and rubber plantations. The industry conducts operations on lands that can be entity-owned or leased from public or private landowners. Entities typically sell timber to wood products manufacturers, pulp and paper producers, energy producers, and a variety of other customers. Although some integrated entities also may operate sawmills, wood products facilities, or pulp and paper facilities, sustainability issues arising from these activities are addressed in the Building Products & Furnishings (CG-BP) and Pulp & Paper Products (RR-PP) industries."
KS,INE907A01026,Kalyani Steels Ltd,Extractives & Minerals Processing,Iron & Steel Producers,EM-IS,"The Iron & Steel Producers industry primarily consists of entities producing iron and steel in mills and foundries. The steel producers segment produces iron and steel products from its own mills. These products include flat-rolled sheets, tin plates, pipes, tubes, and products made of stainless steel, titanium and high alloy steels. Iron and steel foundries, which cast various products, typically purchase iron and steel from other entities. The industry also includes metal service centres and other metal merchant wholesalers, which distribute, import or export ferrous products. Though entities are developing alternative processes, steel production primarily relies on two primary methods: the basic oxygen furnace (BOF), which uses iron ore as an input, and the electric arc furnace (EAF), which uses scrap steel. Many entities in the industry operate on an international scale. Note: With a few exceptions, most entities do not mine their own ore to manufacture steel and iron products. There exists a separate standard for the Metals & Mining (EM-MM) industry."
ROSSARI,INE02A801020,Rossari Biotech Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
OMDC,INE725E01024,Orissa Minerals Development Co Ltd,Extractives & Minerals Processing,Metals & Mining,EM-MM,"The Metals & Mining industry is involved in extracting metals and minerals, producing ores, quarrying stones, smelting and manufacturing metals, refining metals, and providing mining support activities. Entities also produce iron ores, rare earth metals, and precious metals and stones. Larger entities in this industry are integrated vertically – from mining across global operations to wholesaling metals to customers."
BRSN,INE838B01013,Bharat Rasayan Ltd,Resource Transformation,Chemicals,RT-CH,"Entities in the Chemicals industry transform organic and inorganic feedstocks into more than 70,000 diverse products with a range of industrial, pharmaceutical, agricultural, housing, automotive and consumer applications. The industry commonly is segmented into basic (commodity) chemicals, agricultural chemicals and specialty chemicals. Basic chemicals, the largest segment by volume produced, include bulk polymers, petrochemicals, inorganic chemicals and other industrial chemicals. Agricultural chemicals include fertilisers, crop chemicals and agricultural biotechnology. Specialty chemicals include paints and coatings, agrochemicals, sealants, adhesives, dyes, industrial gases, resins and catalysts. Larger entities may produce basic, agricultural and specialty chemicals, but most entities are specialised. Chemicals entities typically manufacture and sell products globally."
LLOYDSET,,,,,,
IMFA,INE919H01018,Indian Metals & Ferro Alloys Ltd,Extractives & Minerals Processing,Iron & Steel Producers,EM-IS,"The Iron & Steel Producers industry primarily consists of entities producing iron and steel in mills and foundries. The steel producers segment produces iron and steel products from its own mills. These products include flat-rolled sheets, tin plates, pipes, tubes, and products made of stainless steel, titanium and high alloy steels. Iron and steel foundries, which cast various products, typically purchase iron and steel from other entities. The industry also includes metal service centres and other metal merchant wholesalers, which distribute, import or export ferrous products. Though entities are developing alternative processes, steel production primarily relies on two primary methods: the basic oxygen furnace (BOF), which uses iron ore as an input, and the electric arc furnace (EAF), which uses scrap steel. Many entities in the industry operate on an international scale. Note: With a few exceptions, most entities do not mine their own ore to manufacture steel and iron products. There exists a separate standard for the Metals & Mining (EM-MM) industry."
ASMN,INE348A01023,Ashapura Minechem Ltd,Extractives & Minerals Processing,Metals & Mining,EM-MM,"The Metals & Mining industry is involved in extracting metals and minerals, producing ores, quarrying stones, smelting and manufacturing metals, refining metals, and providing mining support activities. Entities also produce iron ores, rare earth metals, and precious metals and stones. Larger entities in this industry are integrated vertically – from mining across global operations to wholesaling metals to customers."
